-- state,locality,postcode_range
SC,Bom Jesus,89824-000 a 89824-999
SC,Bom Jesus do Oeste,89873-000 a 89873-999
SC,Bom Retiro,88680-000 a 88699-999
SC,Bombinhas,88215-000 a 88219-999
SC,Botuverá,88295-000 a 88299-999
SC,Braço do Norte,88750-000 a 88759-999
SC,Braço do Trombudo,89178-000 a 89179-999
SC,Brunópolis,89634-000 a 89635-999
SC,Brusque,88350-001 a 88359-999
SC,Brusque,88350-001 a 88359-999
SC,Caibi,89888-000 a 89889-999
SC,Calmon,89430-000 a 89439-999
SC,Camboriú,88340-001 a 88349-999
SC,Camboriú,88340-001 a 88349-999
SC,Campo Alegre,89294-000 a 89294-999
SC,Campo Belo do Sul,88580-000 a 88584-999
SC,Campo Erê,89980-000 a 89980-999
SC,Campos Novos,89620-000 a 89632-999
SC,Canelinha,88230-000 a 88239-999
SC,Canoinhas,89460-001 a 89477-999
SC,Canoinhas,89460-001 a 89477-999
SC,Capinzal,89665-000 a 89666-999
SC,Capivari de Baixo,88745-000 a 88749-999
SC,Capão Alto,88548-000 a 88549-999
SC,Catanduvas,89670-000 a 89674-999
SC,Caxambu do Sul,89880-000 a 89881-999
SC,Caçador,89500-001 a 89514-999
SC,Caçador,89500-001 a 89514-999
SC,Celso Ramos,88598-000 a 88599-999
SC,Cerro Negro,88585-000 a 88589-999
SC,Chapadão do Lageado,88407-000 a 88409-999
SC,Chapecó,89800-001 a 89816-999
SC,Chapecó,89800-001 a 89816-199
SC,Cocal do Sul,88845-000 a 88849-999
SC,Concórdia,89700-001 a 89729-999
SC,Concórdia,89700-001 a 89715-999
SC,Cordilheira Alta,89819-000 a 89819-999
SC,Coronel Freitas,89840-000 a 89842-999
SC,Coronel Martins,89837-000 a 89837-999
SC,Correia Pinto,88535-000 a 88537-999
SC,Corupá,89278-000 a 89279-999
SC,Criciúma,88800-001 a 88819-999
SC,Criciúma,88800-001 a 88819-999
SC,Cunha Porã,89890-000 a 89890-999
SC,Cunhataí,89886-000 a 89886-999
SC,Curitibanos,89520-000 a 89529-999
SC,Descanso,89910-000 a 89914-999
SC,Dionísio Cerqueira,89950-000 a 89969-999
SC,Dona Emma,89155-000 a 89156-999
SC,Doutor Pedrinho,89126-000 a 89127-999
SC,Entre Rios,89862-000 a 89864-999
SC,Ermo,88935-000 a 88939-999
SC,Erval Velho,89613-000 a 89617-999
SC,Faxinal dos Guedes,89694-000 a 89699-999
SC,Flor do Sertão,89878-000 a 89878-999
SC,Florianópolis,88000-001 a 88099-999
SC,Florianópolis,88000-001 a 88099-999
SC,Formosa do Sul,89859-000 a 89859-999
SC,Forquilhinha,88850-000 a 88859-999
SC,Fraiburgo,89580-000 a 89589-999
SC,Frei Rogério,89530-000 a 89532-999
SC,Galvão,89838-000 a 89838-999
SC,Garopaba,88495-000 a 88499-999
SC,Garuva,89248-000 a 89248-999
SC,Gaspar,89110-001 a 89119-999
SC,Gaspar,89110-001 a 89119-999
SC,Governador Celso Ramos,88190-000 a 88199-999
SC,Gravatal,88735-000 a 88739-999
SC,Grão Pará,88890-000 a 88899-999
SC,Guabiruba,88360-000 a 88369-999
SC,Guaraciaba,89920-000 a 89924-999
SC,Guaramirim,89270-000 a 89274-999
SC,Guarujá do Sul,89940-000 a 89949-999
SC,Guatambú,89817-000 a 89817-999
SC,Herval D'Oeste,89610-000 a 89612-999
SC,Ibiam,89652-000 a 89653-999
SC,Ibicaré,89640-000 a 89641-999
SC,Ibirama,89140-000 a 89144-999
SC,Ilhota,88320-000 a 88329-999
SC,Imaruí,88770-000 a 88779-999
SC,Imbituba,88780-000 a 88789-999
SC,Imbuia,88440-000 a 88442-999
SC,Indaial,89080-001 a 89099-999
SC,Indaial,89080-001 a 89089-999
SC,Iomerê,89558-000 a 89559-999
SC,Ipira,89669-000 a 89669-999
SC,Iporã do Oeste,89899-000 a 89899-999
SC,Ipuaçu,89832-000 a 89833-999
SC,Ipumirim,89790-000 a 89799-999
SC,Iraceminha,89891-000 a 89892-999
SC,Irani,89680-000 a 89682-999
SC,Irati,89856-000 a 89858-999
SC,Irineópolis,89440-000 a 89459-999
SC,Itaiópolis,89340-000 a 89369-999
SC,Itajaí,88300-001 a 88319-999
SC,Itajaí,88300-001 a 88319-999
SC,Itapema,88220-000 a 88229-999
SC,Itapiranga,89896-000 a 89896-999
SC,Itapoá,89249-000 a 89249-999
SC,Ituporanga,88400-000 a 88406-999
SC,Itá,89760-000 a 89764-999
SC,Içara,88820-000 a 88827-999
SC,Jaborá,89677-000 a 89679-999
SC,Jacinto Machado,88950-000 a 88954-999
SC,Jaguaruna,88715-000 a 88716-999
SC,Jaraguá do Sul,89250-001 a 89269-999
SC,Jaraguá do Sul,89250-001 a 89269-999
SC,Jardinópolis,89848-000 a 89849-999
SC,Joaçaba,89600-000 a 89608-999
SC,Joinville,89200-001 a 89239-999
SC,Joinville,89200-001 a 89239-999
SC,José Boiteux,89145-000 a 89147-999
SC,Jupiá,89839-000 a 89839-999
SC,Lacerdópolis,89660-000 a 89662-999
SC,Lages,88500-001 a 88534-999
SC,Lages,88500-001 a 88531-999
SC,Laguna,88790-000 a 88797-999
SC,Lajeado Grande,89828-000 a 89829-999
SC,Laurentino,89170-000 a 89171-999
SC,Lauro Müller,88880-000 a 88889-999
SC,Lebon Régis,89515-000 a 89517-999
SC,Leoberto Leal,88445-000 a 88449-999
SC,Lindóia do Sul,89735-000 a 89739-999
SC,Lontras,89182-000 a 89183-999
SC,Luiz Alves,89128-000 a 89129-999
SC,Luzerna,89609-000 a 89609-999
SC,Macieira,89518-000 a 89519-999
SC,Mafra,89300-001 a 89339-999
SC,Mafra,89300-001 a 89309-999
SC,Major Gercino,88260-000 a 88269-999
SC,Major Vieira,89480-000 a 89489-999
SC,Maracajá,88915-000 a 88919-999
SC,Maravilha,89874-000 a 89874-999
SC,Marema,89860-000 a 89861-999
SC,Massaranduba,89108-000 a 89109-999
SC,Matos Costa,89420-000 a 89429-999
SC,Meleiro,88920-000 a 88924-999
SC,Mirim Doce,89194-000 a 89195-999
SC,Modelo,89872-000 a 89872-999
SC,Mondaí,89893-000 a 89894-999
SC,Monte Carlo,89618-000 a 89619-999
SC,Monte Castelo,89380-000 a 89399-999
SC,Morro Grande,88925-000 a 88929-999
SC,Morro da Fumaça,88830-000 a 88839-999
SC,Navegantes,88370-001 a 88379-999
SC,Navegantes,88370-001 a 88379-999
SC,Nova Erechim,89865-000 a 89867-999
SC,Nova Itaberaba,89818-000 a 89818-999
SC,Nova Trento,88270-000 a 88294-999
SC,Nova Veneza,88865-000 a 88869-999
SC,Novo Horizonte,89998-000 a 89999-999
SC,Orleans,88870-000 a 88879-999
SC,Otacílio Costa,88540-000 a 88542-999
SC,Ouro,89663-000 a 89664-999
SC,Ouro Verde,89834-000 a 89834-999
SC,Paial,89765-000 a 89769-999
SC,Painel,88543-000 a 88544-999
SC,Palhoça,88130-001 a 88139-999
SC,Palhoça,88130-001 a 88139-999
SC,Palma Sola,89985-000 a 89989-999
SC,Palmeira,88545-000 a 88547-999
SC,Palmitos,89887-000 a 89887-999
SC,Papanduva,89370-000 a 89379-999
SC,Paraíso,89906-000 a 89907-999
SC,Passo de Torres,88980-000 a 88989-999
SC,Passos Maia,89687-000 a 89689-999
SC,Paulo Lopes,88490-000 a 88494-999
SC,Pedras Grandes,88720-000 a 88729-999
SC,Penha,88385-000 a 88389-999
SC,Peritiba,89750-000 a 89759-999
SC,Pescaria Brava,88798-000 a 88799-999
SC,Petrolândia,88430-000 a 88439-999
SC,Pinhalzinho,89870-000 a 89870-999
SC,Pinheiro Preto,89570-000 a 89579-999
SC,Piratuba,89667-000 a 89668-999
SC,Planalto Alegre,89882-000 a 89882-999
SC,Pomerode,89107-000 a 89107-999
SC,Ponte Alta,88550-000 a 88569-999
SC,Ponte Alta do Norte,89535-000 a 89539-999
SC,Ponte Serrada,89683-000 a 89686-999
SC,Porto Belo,88210-000 a 88214-999
SC,Porto União,89400-000 a 89419-999
SC,Pouso Redondo,89172-000 a 89175-999
SC,Praia Grande,88990-000 a 88999-999
SC,Presidente Castello Branco,89745-000 a 89749-999
SC,Presidente Getúlio,89150-000 a 89154-999
SC,Presidente Nereu,89184-000 a 89185-999
SC,Princesa,89935-000 a 89939-999
SC,Quilombo,89850-000 a 89853-999
SC,Rancho Queimado,88470-000 a 88474-999
SC,Rio Fortuna,88760-000 a 88762-999
SC,Rio Negrinho,89295-000 a 89299-999
SC,Rio Rufino,88658-000 a 88679-999
SC,Rio das Antas,89550-000 a 89557-999
SC,Rio do Campo,89198-000 a 89198-999
SC,Rio do Oeste,89180-000 a 89181-999
SC,Rio do Sul,89160-001 a 89169-999
SC,Rio do Sul,89160-001 a 89169-999
SC,Rio dos Cedros,89121-000 a 89123-999
SC,Riqueza,89895-000 a 89895-999
SC,Rodeio,89136-000 a 89137-999
SC,Romelândia,89908-000 a 89908-999
SC,Salete,89196-000 a 89197-999
SC,Saltinho,89981-000 a 89981-999
SC,Salto Veloso,89595-000 a 89599-999
SC,Sangão,88717-000 a 88719-999
SC,Santa Cecília,89540-000 a 89544-999
SC,Santa Helena,89915-000 a 89919-999
SC,Santa Rosa de Lima,88763-000 a 88764-999
SC,Santa Rosa do Sul,88965-000 a 88969-999
SC,Santa Terezinha,89199-000 a 89199-999
SC,Santa Terezinha do Progresso,89983-000 a 89984-999
SC,Santiago do Sul,89854-000 a 89854-999
SC,Santo Amaro da Imperatriz,88140-000 a 88149-999
SC,Saudades,89868-000 a 89869-999
SC,Schroeder,89275-000 a 89277-999
SC,Seara,89770-000 a 89777-999
SC,Serra Alta,89871-000 a 89871-999
SC,Siderópolis,88860-000 a 88861-999
SC,Sombrio,88960-000 a 88964-999
SC,Sul Brasil,89855-000 a 89855-999
SC,São Bento do Sul,89280-001 a 89293-999
SC,São Bento do Sul,89280-001 a 89293-999
SC,São Bernardino,89982-000 a 89982-999
SC,São Bonifácio,88485-000 a 88489-999
SC,São Carlos,89885-000 a 89885-999
SC,São Cristóvão do Sul,89533-000 a 89534-999
SC,São Domingos,89835-000 a 89836-999
SC,São Francisco do Sul,89240-000 a 89244-999
SC,São Joaquim,88600-000 a 88624-999
SC,São José,88100-001 a 88124-999
SC,São José,88100-001 a 88123-999
SC,São José do Cedro,89930-000 a 89934-999
SC,São José do Cerrito,88570-000 a 88579-999
SC,São João Batista,88240-000 a 88259-999
SC,São João do Itaperiú,88395-000 a 88399-999
SC,São João do Oeste,89897-000 a 89897-999
SC,São João do Sul,88970-000 a 88979-999
SC,São Lourenço do Oeste,89990-000 a 89997-999
SC,São Ludgero,88730-000 a 88734-999
SC,São Martinho,88765-000 a 88769-999
SC,São Miguel da Boa Vista,89879-000 a 89879-999
SC,São Miguel do Oeste,89900-000 a 89904-999
SC,São Pedro de Alcântara,88125-000 a 88129-999
SC,Taió,89190-000 a 89193-999
SC,Tangará,89642-000 a 89649-999
SC,Tigrinhos,89875-000 a 89877-999
SC,Tijucas,88200-000 a 88209-999
SC,Timbé do Sul,88940-000 a 88949-999
SC,Timbó,89120-000 a 89120-999
SC,Timbó Grande,89545-000 a 89549-999
SC,Treviso,88862-000 a 88864-999
SC,Treze Tílias,89650-000 a 89651-999
SC,Treze de Maio,88710-000 a 88714-999
SC,Trombudo Central,89176-000 a 89177-999
SC,Três Barras,89490-000 a 89499-999
SC,Tubarão,88700-001 a 88709-999
SC,Tubarão,88700-001 a 88709-999
SC,Tunápolis,89898-000 a 89898-999
SC,Turvo,88930-000 a 88934-999
SC,União do Oeste,89845-000 a 89847-999
SC,Urubici,88650-000 a 88657-999
SC,Urupema,88625-000 a 88639-999
SC,Urussanga,88840-000 a 88844-999
SC,Vargem,89638-000 a 89639-999
SC,Vargem Bonita,89675-000 a 89676-999
SC,Vargeão,89690-000 a 89693-999
SC,Vidal Ramos,88443-000 a 88444-999
SC,Videira,89560-001 a 89569-999
SC,Videira,89560-001 a 89567-999
SC,Vitor Meireles,89148-000 a 89149-999
SC,Witmarsum,89157-000 a 89159-999
SC,Xanxerê,89820-000 a 89823-999
SC,Xavantina,89780-000 a 89789-999
SC,Xaxim,89825-000 a 89827-999
SC,Zortéa,89633-000 a 89633-999
SC,Água Doce,89654-000 a 89659-999
SC,Águas Frias,89843-000 a 89844-999
SC,Águas Mornas,88150-000 a 88159-999
SC,Águas de Chapecó,89883-000 a 89884-999
SE,Amparo de São Francisco,49920-000 a 49929-999
SE,Aquidabã,49790-000 a 49799-999
SE,Aracaju,49000-001 a 49099-999
SE,Aracaju,49000-001 a 49098-999
SE,Arauá,49220-000 a 49229-999
SE,Areia Branca,49580-000 a 49599-999
SE,Barra dos Coqueiros,49140-000 a 49149-999
SE,Boquim,49360-000 a 49389-999
SE,Brejo Grande,49995-000 a 49999-999
SE,Campo do Brito,49520-000 a 49524-999
SE,Canhoba,49880-000 a 49889-999
SE,Canindé de São Francisco,49820-000 a 49829-999
SE,Capela,49700-000 a 49739-999
SE,Carira,49550-000 a 49559-999
SE,Carmópolis,49740-000 a 49749-999
SE,Cedro de São João,49930-000 a 49939-999
SE,Cristinápolis,49270-000 a 49279-999
SE,Cumbe,49660-000 a 49669-999
SE,Divina Pastora,49650-000 a 49659-999
SE,Estância,49200-000 a 49219-999
SE,Feira Nova,49670-000 a 49679-999
SE,Frei Paulo,49514-000 a 49516-999
SE,Gararu,49830-000 a 49859-999
SE,General Maynard,49750-000 a 49759-999
SE,Graccho Cardoso,49860-000 a 49869-999
SE,Ilha das Flores,49990-000 a 49994-999
SE,Indiaroba,49250-000 a 49259-999
SE,Itabaiana,49500-001 a 49511-999
SE,Itabaiana,49500-001 a 49511-999
SE,Itabaianinha,49290-000 a 49299-999
SE,Itabi,49870-000 a 49879-999
SE,Itaporanga D'Ajuda,49120-000 a 49129-999
SE,Japaratuba,49960-000 a 49969-999
SE,Japoatã,49950-000 a 49959-999
SE,Lagarto,49400-000 a 49479-999
SE,Laranjeiras,49170-000 a 49179-999
SE,Macambira,49565-000 a 49569-999
SE,Malhada dos Bois,49940-000 a 49944-999
SE,Malhador,49570-000 a 49579-999
SE,Maruim,49770-000 a 49779-999
SE,Moita Bonita,49560-000 a 49564-999
SE,Monte Alegre de Sergipe,49690-000 a 49699-999
SE,Muribeca,49780-000 a 49789-999
SE,Neópolis,49980-000 a 49984-999
SE,Nossa Senhora Aparecida,49540-000 a 49549-999
SE,Nossa Senhora da Glória,49680-000 a 49689-999
SE,Nossa Senhora das Dores,49600-000 a 49629-999
SE,Nossa Senhora de Lourdes,49890-000 a 49899-999
SE,Nossa Senhora do Socorro,49150-000 a 49169-999
SE,Pacatuba,49970-000 a 49979-999
SE,Pedra Mole,49512-000 a 49513-999
SE,Pedrinhas,49350-000 a 49359-999
SE,Pinhão,49517-000 a 49519-999
SE,Pirambu,49190-000 a 49199-999
SE,Porto da Folha,49800-000 a 49809-999
SE,Poço Redondo,49810-000 a 49819-999
SE,Poço Verde,49490-000 a 49499-999
SE,Propriá,49900-000 a 49909-999
SE,Riachuelo,49130-000 a 49139-999
SE,Riachão do Dantas,49320-000 a 49349-999
SE,Ribeirópolis,49530-000 a 49534-999
SE,Rosário do Catete,49760-000 a 49769-999
SE,Salgado,49390-000 a 49399-999
SE,Santa Luzia do Itanhy,49230-000 a 49249-999
SE,Santa Rosa de Lima,49640-000 a 49649-999
SE,Santana do São Francisco,49985-000 a 49989-999
SE,Santo Amaro das Brotas,49180-000 a 49189-999
SE,Simão Dias,49480-000 a 49489-999
SE,Siriri,49630-000 a 49639-999
SE,São Cristóvão,49100-000 a 49119-999
SE,São Domingos,49525-000 a 49529-999
SE,São Francisco,49945-000 a 49949-999
SE,São Miguel do Aleixo,49535-000 a 49539-999
SE,Telha,49910-000 a 49919-999
SE,Tobias Barreto,49300-000 a 49319-999
SE,Tomar do Geru,49280-000 a 49289-999
SE,Umbaúba,49260-000 a 49269-999
SP,Adamantina,17800-000 a 17809-999
SP,Adolfo,15230-000 a 15239-999
SP,Aguaí,13860-001 a 13869-999
SP,Aguaí,13860-001 a 13869-999
SP,Agudos,17120-001 a 17149-999
SP,Agudos,17120-001 a 17139-999
SP,Alambari,18220-000 a 18224-999
SP,Alfredo Marcondes,19180-000 a 19189-999
SP,Altair,15430-000 a 15439-999
SP,Altinópolis,14350-000 a 14389-999
SP,Alto Alegre,16310-000 a 16339-999
SP,Alumínio,18125-000 a 18129-999
SP,Alvinlândia,17430-001 a 17439-999
SP,Alvinlândia,17430-001 a 17439-999
SP,Americana,13465-001 a 13479-999
SP,Americana,13465-001 a 13479-999
SP,Amparo,13900-001 a 13909-999
SP,Amparo,13900-001 a 13909-999
SP,Américo Brasiliense,14820-001 a 14824-999
SP,Américo Brasiliense,14820-001 a 14824-999
SP,Américo de Campos,15550-000 a 15559-999
SP,Analândia,13550-000 a 13559-999
SP,Andradina,16900-001 a 16919-999
SP,Andradina,16900-001 a 16914-999
SP,Angatuba,18240-000 a 18244-999
SP,Anhembi,18620-001 a 18639-999
SP,Anhembi,18630-001 a 18639-999
SP,Anhumas,19580-000 a 19589-999
SP,Aparecida,12570-000 a 12579-999
SP,Aparecida D'Oeste,15735-000 a 15739-999
SP,Apiaí,18320-000 a 18324-999
SP,Aramina,14550-000 a 14569-999
SP,Arandu,18710-001 a 18719-999
SP,Arandu,18710-001 a 18719-999
SP,Arapeí,12870-000 a 12899-999
SP,Araraquara,14800-001 a 14812-999
SP,Araraquara,14800-001 a 14811-999
SP,Araras,13600-001 a 13609-999
SP,Araras,13600-001 a 13609-999
SP,Araçariguama,18147-000 a 18149-999
SP,Araçatuba,16000-001 a 16129-999
SP,Araçatuba,16000-001 a 16129-999
SP,Araçoiaba da Serra,18190-000 a 18194-999
SP,Arco-Íris,17630-000 a 17649-999
SP,Arealva,17160-001 a 17179-999
SP,Arealva,17160-001 a 17169-999
SP,Areias,12820-000 a 12829-999
SP,Areiópolis,18670-001 a 18674-999
SP,Areiópolis,18670-001 a 18674-999
SP,Ariranha,15960-000 a 15969-999
SP,Artur Nogueira,13160-001 a 13169-999
SP,Artur Nogueira,13160-001 a 13169-999
SP,Arujá,07400-001 a 07499-999
SP,Arujá,07400-001 a 07499-999
SP,Aspásia,15763-000 a 15764-999
SP,Assis,19800-001 a 19819-999
SP,Assis,19800-001 a 19819-999
SP,Atibaia,12940-001 a 12954-999
SP,Atibaia,12940-001 a 12954-999
SP,Auriflama,15350-000 a 15354-999
SP,Avanhandava,16360-000 a 16369-999
SP,Avaré,18700-001 a 18709-999
SP,Avaré,18700-001 a 18709-999
SP,Avaí,16680-000 a 16699-999
SP,Bady Bassitt,15115-000 a 15119-999
SP,Balbinos,16640-001 a 16649-999
SP,Balbinos,16640-001 a 16649-999
SP,Bananal,12850-000 a 12869-999
SP,Barbosa,16350-000 a 16359-999
SP,Bariri,17250-001 a 17259-999
SP,Bariri,17250-001 a 17259-999
SP,Barra Bonita,17340-000 a 17349-999
SP,Barra Bonita,17340-000 a 17349-999
SP,Barra do Chapéu,18325-000 a 18329-999
SP,Barra do Turvo,11955-000 a 11959-999
SP,Barretos,14780-001 a 14789-999
SP,Barretos,14780-001 a 14789-999
SP,Barrinha,14860-000 a 14869-999
SP,Barueri,06400-001 a 06499-999
SP,Barueri,06400-001 a 06499-999
SP,Barão de Antonina,18490-000 a 18499-999
SP,Bastos,17690-000 a 17699-999
SP,Batatais,14300-001 a 14339-999
SP,Batatais,14300-001 a 14319-999
SP,Bauru,17000-001 a 17119-999
SP,Bauru,17000-001 a 17110-999
SP,Bebedouro,14700-001 a 14719-999
SP,Bebedouro,14700-001 a 14718-999
SP,Bento de Abreu,16790-000 a 16799-999
SP,Bernardino de Campos,18960-000 a 18969-999
SP,Bertioga,11250-001 a 11299-999
SP,Bertioga,11250-001 a 11299-999
SP,Bilac,16210-000 a 16219-999
SP,Birigüi,16200-001 a 16209-999
SP,Birigüi,16200-001 a 16209-999
SP,Biritiba-Mirim,08940-000 a 08969-999
SP,Boa Esperança do Sul,14930-000 a 14934-999
SP,Bocaina,17240-001 a 17249-999
SP,Bocaina,17240-001 a 17249-999
SP,Bofete,18590-000 a 18599-999
SP,Boituva,18550-001 a 18559-999
SP,Boituva,18550-001 a 18559-999
SP,Bom Jesus dos Perdões,12955-000 a 12959-999
SP,Bom Sucesso de Itararé,18475-000 a 18479-999
SP,Boracéia,17270-001 a 17279-999
SP,Boracéia,17270-001 a 17279-999
SP,Borborema,14955-000 a 14959-999
SP,Borebi,18675-000 a 18679-999
SP,Borá,19740-000 a 19749-999
SP,Botucatu,18600-001 a 18619-999
SP,Botucatu,18600-001 a 18619-999
SP,Bragança Paulista,12900-001 a 12929-999
SP,Bragança Paulista,12900-001 a 12929-999
SP,Braúna,16290-000 a 16299-999
SP,Brejo Alegre,16265-000 a 16269-999
SP,Brodowski,14340-000 a 14349-999
SP,Brotas,17380-000 a 17399-999
SP,Buri,18290-000 a 18299-999
SP,Buritama,15290-000 a 15299-999
SP,Buritizal,14570-000 a 14579-999
SP,Bálsamo,15140-000 a 15144-999
SP,Cabreúva,13315-000 a 13319-999
SP,Cabrália Paulista,17480-001 a 17489-999
SP,Cabrália Paulista,17480-001 a 17489-999
SP,Cachoeira Paulista,12630-000 a 12689-999
SP,Caconde,13770-000 a 13779-999
SP,Cafelândia,16500-001 a 16569-999
SP,Cafelândia,16500-001 a 16529-999
SP,Caiabu,19530-000 a 19559-999
SP,Caieiras,07700-001 a 07749-999
SP,Caieiras,07700-001 a 07749-999
SP,Caiuá,19450-000 a 19469-999
SP,Cajamar,07750-001 a 07799-999
SP,Cajamar,07750-001 a 07799-999
SP,Cajati,11950-000 a 11954-999
SP,Cajobi,15410-000 a 15419-999
SP,Cajuru,14240-000 a 14249-999
SP,Campina do Monte Alegre,18245-000 a 18249-999
SP,Campinas,13000-001 a 13139-999
SP,Campinas,13000-001 a 13139-999
SP,Campo Limpo Paulista,13230-001 a 13239-999
SP,Campo Limpo Paulista,13230-001 a 13239-999
SP,Campos Novos Paulista,19960-000 a 19969-999
SP,Campos do Jordão,12460-000 a 12489-999
SP,Cananéia,11990-000 a 11999-999
SP,Canas,12615-000 a 12619-999
SP,Canitar,18990-001 a 18999-999
SP,Canitar,18990-001 a 18994-999
SP,Capela do Alto,18195-000 a 18199-999
SP,Capivari,13360-000 a 13369-999
SP,Capão Bonito,18300-001 a 18309-999
SP,Capão Bonito,18300-001 a 18308-999
SP,Caraguatatuba,11660-001 a 11679-999
SP,Caraguatatuba,11660-001 a 11679-999
SP,Carapicuíba,06300-001 a 06399-999
SP,Carapicuíba,06300-001 a 06399-999
SP,Cardoso,15570-000 a 15579-999
SP,Casa Branca,13700-000 a 13709-999
SP,Castilho,16920-000 a 16939-999
SP,Catanduva,15800-001 a 15819-999
SP,Catanduva,15800-001 a 15819-999
SP,Catiguá,15870-000 a 15879-999
SP,Caçapava,12280-001 a 12299-999
SP,Caçapava,12280-001 a 12299-999
SP,Cedral,15895-000 a 15899-999
SP,Cerqueira César,18760-001 a 18769-999
SP,Cerqueira César,18760-001 a 18769-999
SP,Cerquilho,18520-001 a 18529-999
SP,Cerquilho,18520-001 a 18529-999
SP,Cesário Lange,18285-000 a 18289-999
SP,Charqueada,13515-001 a 13519-999
SP,Charqueada,13515-001 a 13519-999
SP,Chavantes,18970-001 a 18989-999
SP,Chavantes,18970-001 a 18989-999
SP,Clementina,16250-000 a 16259-999
SP,Colina,14770-000 a 14774-999
SP,Colômbia,14795-000 a 14799-999
SP,Conchal,13835-000 a 13839-999
SP,Conchas,18570-000 a 18579-999
SP,Cordeirópolis,13490-000 a 13494-999
SP,Cordeirópolis,13490-000 a 13494-999
SP,Coroados,16260-000 a 16264-999
SP,Coronel Macedo,18745-000 a 18759-999
SP,Corumbataí,13540-000 a 13549-999
SP,Cosmorama,15530-000 a 15539-999
SP,Cosmópolis,13150-001 a 13159-999
SP,Cosmópolis,13150-001 a 13159-999
SP,Cotia,06700-001 a 06729-999
SP,Cotia,06700-001 a 06729-999
SP,Cravinhos,14140-000 a 14149-999
SP,Cristais Paulista,14460-000 a 14469-999
SP,Cruzeiro,12700-001 a 12759-999
SP,Cruzeiro,12700-001 a 12759-999
SP,Cruzália,19860-001 a 19864-999
SP,Cruzália,19860-001 a 19864-999
SP,Cubatão,11500-001 a 11599-999
SP,Cubatão,11500-001 a 11599-999
SP,Cunha,12530-000 a 12569-999
SP,Cássia dos Coqueiros,14260-000 a 14269-999
SP,Cândido Mota,19880-001 a 19899-999
SP,Cândido Mota,19880-001 a 19889-999
SP,Cândido Rodrigues,15930-000 a 15939-999
SP,Descalvado,13690-000 a 13699-999
SP,Diadema,09900-001 a 09999-999
SP,Diadema,09900-001 a 09999-999
SP,Dirce Reis,15715-000 a 15717-999
SP,Divinolândia,13780-000 a 13789-999
SP,Dobrada,15980-000 a 15989-999
SP,Dois Córregos,17300-000 a 17319-999
SP,Dolcinópolis,15740-000 a 15744-999
SP,Dourado,13590-000 a 13599-999
SP,Dracena,17900-000 a 17919-999
SP,Duartina,17470-000 a 17474-999
SP,Duartina,17470-000 a 17474-999
SP,Dumont,14120-000 a 14139-999
SP,Echaporã,19830-000 a 19839-999
SP,Eldorado,11960-000 a 11989-999
SP,Elias Fausto,13350-000 a 13359-999
SP,Elisiário,15823-000 a 15824-999
SP,Embaúba,15425-000 a 15429-999
SP,Embu das Artes,06800-001 a 06849-999
SP,Embu das Artes,06800-001 a 06849-999
SP,Embu-Guaçu,06900-001 a 06949-999
SP,Embu-Guaçu,06900-001 a 06934-999
SP,Emilianópolis,19350-000 a 19359-999
SP,Engenheiro Coelho,13445-001 a 13449-999
SP,Engenheiro Coelho,13445-001 a 13449-999
SP,Espírito Santo do Pinhal,13990-000 a 13994-999
SP,Espírito Santo do Turvo,18935-001 a 18939-999
SP,Espírito Santo do Turvo,18935-001 a 18939-999
SP,Estiva Gerbi,13857-000 a 13859-999
SP,Estrela D'Oeste,15650-000 a 15669-999
SP,Estrela do Norte,19230-000 a 19249-999
SP,Euclides da Cunha Paulista,19275-000 a 19279-999
SP,Fartura,18870-001 a 18889-999
SP,Fartura,18870-001 a 18879-999
SP,Fernando Prestes,15940-000 a 15949-999
SP,Fernandópolis,15600-001 a 15619-999
SP,Fernandópolis,15600-001 a 15614-999
SP,Fernão,17460-001 a 17469-999
SP,Fernão,17460-001 a 17469-999
SP,Ferraz de Vasconcelos,08500-001 a 08549-999
SP,Ferraz de Vasconcelos,08500-001 a 08549-999
SP,Flora Rica,17870-000 a 17879-999
SP,Floreal,15320-000 a 15329-999
SP,Florínea,19870-000 a 19879-999
SP,Flórida Paulista,17830-000 a 17859-999
SP,Franca,14400-001 a 14414-999
SP,Franca,14400-001 a 14414-999
SP,Francisco Morato,07900-001 a 07999-999
SP,Francisco Morato,07900-001 a 07999-999
SP,Franco da Rocha,07800-001 a 07899-999
SP,Franco da Rocha,07800-001 a 07899-999
SP,Gabriel Monteiro,16220-000 a 16229-999
SP,Garça,17400-000 a 17409-999
SP,Garça,17400-000 a 17409-999
SP,Gastão Vidigal,15330-000 a 15339-999
SP,Gavião Peixoto,14813-000 a 14814-999
SP,General Salgado,15300-000 a 15309-999
SP,Getulina,16450-000 a 16479-999
SP,Glicério,16270-000 a 16289-999
SP,Guaimbê,16480-001 a 16499-999
SP,Guaimbê,16480-001 a 16489-999
SP,Guaiçara,16430-000 a 16439-999
SP,Guaiçara,16430-001 a 16439-999
SP,Guapiara,18310-000 a 18314-999
SP,Guapiaçu,15110-000 a 15114-999
SP,Guaraci,15420-000 a 15424-999
SP,Guarani D'Oeste,15680-000 a 15684-999
SP,Guarantã,16570-000 a 16599-999
SP,Guarantã,16570-000 a 16574-999
SP,Guararapes,16700-000 a 16749-999
SP,Guararema,08900-000 a 08939-999
