-- state,locality,postcode_range
SP,Guaratinguetá,12500-001 a 12524-999
SP,Guaratinguetá,12500-001 a 12524-999
SP,Guaraçaí,16980-000 a 16999-999
SP,Guareí,18250-000 a 18254-999
SP,Guariba,14840-000 a 14849-999
SP,Guarujá,11400-001 a 11499-999
SP,Guarujá,11400-001 a 11499-999
SP,Guarulhos,07000-001 a 07399-999
SP,Guarulhos,07000-001 a 07399-999
SP,Guará,14580-000 a 14599-999
SP,Guatapará,14115-000 a 14119-999
SP,Guaíra,14790-000 a 14794-999
SP,Guzolândia,15355-000 a 15359-999
SP,Gália,17450-001 a 17459-999
SP,Gália,17450-001 a 17459-999
SP,Herculândia,17650-000 a 17669-999
SP,Holambra,13825-000 a 13829-999
SP,Hortolândia,13183-001 a 13189-999
SP,Hortolândia,13183-001 a 13189-999
SP,Iacanga,17180-001 a 17189-999
SP,Iacanga,17180-001 a 17189-999
SP,Iacri,17680-000 a 17689-999
SP,Iaras,18775-001 a 18779-999
SP,Iaras,18775-001 a 18779-999
SP,Ibaté,14815-000 a 14819-999
SP,Ibirarema,19940-000 a 19959-999
SP,Ibirá,15860-000 a 15869-999
SP,Ibitinga,14940-001 a 14954-999
SP,Ibitinga,14940-001 a 14949-999
SP,Ibiúna,18150-000 a 18159-999
SP,Icém,15460-000 a 15469-999
SP,Iepê,19640-000 a 19644-999
SP,Igarapava,14540-000 a 14549-999
SP,Igaratá,12350-000 a 12379-999
SP,Igaraçu do Tietê,17350-000 a 17359-999
SP,Igaraçu do Tietê,17350-000 a 17359-999
SP,Iguape,11920-000 a 11924-999
SP,Ilha Comprida,11925-000 a 11929-999
SP,Ilha Solteira,15385-000 a 15389-999
SP,Ilhabela,11630-000 a 11659-999
SP,Indaiatuba,13330-001 a 13349-999
SP,Indaiatuba,13330-001 a 13349-999
SP,Indiana,19560-000 a 19569-999
SP,Indiaporã,15690-000 a 15699-999
SP,Inúbia Paulista,17760-000 a 17779-999
SP,Ipaussu,18950-001 a 18959-999
SP,Ipaussu,18950-001 a 18959-999
SP,Iperó,18560-000 a 18569-999
SP,Ipeúna,13537-000 a 13539-999
SP,Ipiguá,15108-000 a 15109-999
SP,Iporanga,18330-000 a 18359-999
SP,Ipuã,14610-000 a 14619-999
SP,Iracemápolis,13495-001 a 13499-999
SP,Iracemápolis,13495-001 a 13499-999
SP,Irapuru,17880-000 a 17889-999
SP,Irapuã,14990-000 a 14999-999
SP,Itaberá,18440-000 a 18459-999
SP,Itajobi,15840-000 a 15844-999
SP,Itaju,17260-001 a 17269-999
SP,Itaju,17260-001 a 17269-999
SP,Itanhaém,11740-000 a 11749-999
SP,Itapecerica da Serra,06850-001 a 06889-999
SP,Itapecerica da Serra,06850-001 a 06889-999
SP,Itapetininga,18200-001 a 18219-999
SP,Itapetininga,18200-001 a 18215-999
SP,Itapeva,18400-001 a 18424-999
SP,Itapeva,18400-001 a 18419-999
SP,Itapevi,06650-001 a 06699-999
SP,Itapevi,06650-001 a 06699-999
SP,Itapira,13970-001 a 13989-999
SP,Itapira,13970-001 a 13985-999
SP,Itapirapuã Paulista,18385-000 a 18399-999
SP,Itaporanga,18480-000 a 18489-999
SP,Itapura,15390-000 a 15399-999
SP,Itapuí,17230-001 a 17239-999
SP,Itapuí,17230-001 a 17239-999
SP,Itaquaquecetuba,08570-001 a 08599-999
SP,Itaquaquecetuba,08570-001 a 08599-999
SP,Itararé,18460-001 a 18469-999
SP,Itararé,18460-001 a 18469-999
SP,Itariri,11760-000 a 11789-999
SP,Itatiba,13250-001 a 13259-999
SP,Itatiba,13250-001 a 13259-999
SP,Itatinga,18690-000 a 18699-999
SP,Itaí,18730-001 a 18739-999
SP,Itaí,18730-001 a 18739-999
SP,Itaóca,18360-000 a 18379-999
SP,Itirapina,13530-000 a 13536-999
SP,Itirapuã,14420-000 a 14429-999
SP,Itobi,13715-000 a 13719-999
SP,Itu,13300-001 a 13314-999
SP,Itu,13300-001 a 13314-999
SP,Itupeva,13295-001 a 13299-999
SP,Itupeva,13295-001 a 13299-999
SP,Ituverava,14500-000 a 14529-999
SP,Itápolis,14900-000 a 14909-999
SP,Jaborandi,14775-000 a 14779-999
SP,Jaboticabal,14870-001 a 14899-999
SP,Jaboticabal,14870-001 a 14898-999
SP,Jacareí,12300-001 a 12349-999
SP,Jacareí,12300-001 a 12349-999
SP,Jaci,15155-000 a 15159-999
SP,Jacupiranga,11940-000 a 11949-999
SP,Jaguariúna,13910-001 a 13919-999
SP,Jaguariúna,13910-001 a 13919-999
SP,Jales,15700-001 a 15709-999
SP,Jales,15700-001 a 15709-999
SP,Jambeiro,12270-000 a 12279-999
SP,Jandira,06600-001 a 06649-999
SP,Jandira,06600-001 a 06649-999
SP,Jardinópolis,14680-000 a 14699-999
SP,Jarinu,13240-000 a 13249-999
SP,Jaú,17200-001 a 17229-999
SP,Jaú,17200-001 a 17220-999
SP,Jeriquara,14450-000 a 14459-999
SP,Joanópolis,12980-000 a 12989-999
SP,José Bonifácio,15200-000 a 15209-999
SP,João Ramalho,19680-000 a 19699-999
SP,Jumirim,18535-000 a 18539-999
SP,Jundiaí,13200-001 a 13219-999
SP,Jundiaí,13200-001 a 13219-999
SP,Junqueirópolis,17890-000 a 17899-999
SP,Juquitiba,06950-000 a 06999-999
SP,Juquiá,11800-000 a 11849-999
SP,Júlio Mesquita,17550-000 a 17559-999
SP,Lagoinha,12130-000 a 12139-999
SP,Laranjal Paulista,18500-000 a 18519-999
SP,Lavrinhas,12760-000 a 12799-999
SP,Lavínia,16850-000 a 16879-999
SP,Leme,13610-001 a 13624-999
SP,Leme,13610-001 a 13624-999
SP,Lençóis Paulista,18680-001 a 18689-999
SP,Lençóis Paulista,18680-001 a 18687-999
SP,Limeira,13480-001 a 13489-999
SP,Limeira,13480-001 a 13489-999
SP,Lindóia,13950-000 a 13959-999
SP,Lins,16400-001 a 16429-999
SP,Lins,16400-001 a 16419-999
SP,Lorena,12600-001 a 12614-999
SP,Lorena,12600-001 a 12614-999
SP,Lourdes,15285-000 a 15289-999
SP,Louveira,13290-000 a 13294-999
SP,Lucianópolis,17475-001 a 17479-999
SP,Lucianópolis,17475-001 a 17479-999
SP,Lucélia,17780-000 a 17789-999
SP,Luiziânia,16340-000 a 16349-999
SP,Lupércio,17420-001 a 17429-999
SP,Lupércio,17420-001 a 17429-999
SP,Lutécia,19750-000 a 19769-999
SP,Luís Antônio,14210-000 a 14229-999
SP,Macatuba,17290-001 a 17299-999
SP,Macatuba,17290-001 a 17299-999
SP,Macaubal,15270-000 a 15274-999
SP,Macedônia,15620-000 a 15624-999
SP,Magda,15310-000 a 15312-999
SP,Mairinque,18120-000 a 18124-999
SP,Mairiporã,07600-001 a 07699-999
SP,Mairiporã,07600-001 a 07669-999
SP,Manduri,18780-000 a 18789-999
SP,Marabá Paulista,19430-000 a 19449-999
SP,Maracaí,19840-000 a 19859-999
SP,Marapoama,15845-000 a 15849-999
SP,Marinópolis,15730-000 a 15734-999
SP,Mariápolis,17810-000 a 17829-999
SP,Martinópolis,19500-000 a 19529-999
SP,Marília,17500-001 a 17539-999
SP,Marília,17500-001 a 17539-999
SP,Matão,15990-001 a 15999-999
SP,Matão,15990-001 a 15999-999
SP,Mauá,09300-001 a 09399-999
SP,Mauá,09300-001 a 09399-999
SP,Mendonça,15220-000 a 15224-999
SP,Meridiano,15625-000 a 15629-999
SP,Mesópolis,15748-000 a 15749-999
SP,Miguelópolis,14530-000 a 14539-999
SP,Mineiros do Tietê,17320-000 a 17339-999
SP,Mira Estrela,15580-000 a 15599-999
SP,Miracatu,11850-000 a 11899-999
SP,Mirandópolis,16800-000 a 16849-999
SP,Mirante do Paranapanema,19260-000 a 19272-999
SP,Mirassol,15130-001 a 15139-999
SP,Mirassol,15130-001 a 15139-999
SP,Mirassolândia,15145-000 a 15149-999
SP,Mococa,13730-001 a 13759-999
SP,Mococa,13730-001 a 13749-999
SP,Mogi Guaçu,13840-001 a 13856-999
SP,Mogi Guaçu,13840-001 a 13855-999
SP,Mogi Mirim,13800-001 a 13819-999
SP,Mogi Mirim,13800-001 a 13817-999
SP,Mogi das Cruzes,08700-001 a 08899-999
SP,Mogi das Cruzes,08700-001 a 08889-999
SP,Mombuca,13375-000 a 13379-999
SP,Mongaguá,11730-000 a 11739-999
SP,Monte Alegre do Sul,13820-000 a 13824-999
SP,Monte Alto,15910-000 a 15919-999
SP,Monte Aprazível,15150-000 a 15154-999
SP,Monte Azul Paulista,14730-000 a 14734-999
SP,Monte Castelo,17960-000 a 17969-999
SP,Monte Mor,13190-001 a 13199-999
SP,Monte Mor,13190-001 a 13199-999
SP,Monteiro Lobato,12250-000 a 12259-999
SP,Monções,15275-000 a 15279-999
SP,Morro Agudo,14640-000 a 14659-999
SP,Morungaba,13260-000 a 13269-999
SP,Motuca,14835-000 a 14839-999
SP,Murutinga do Sul,16950-000 a 16979-999
SP,Nantes,19645-000 a 19679-999
SP,Narandiba,19220-000 a 19229-999
SP,Natividade da Serra,12180-000 a 12199-999
SP,Nazaré Paulista,12960-000 a 12969-999
SP,Neves Paulista,15120-000 a 15129-999
SP,Nhandeara,15190-000 a 15199-999
SP,Nipoã,15240-000 a 15249-999
SP,Nova Aliança,15210-000 a 15219-999
SP,Nova Campina,18435-000 a 18439-999
SP,Nova Canaã Paulista,15773-000 a 15774-999
SP,Nova Castilho,15313-000 a 15314-999
SP,Nova Europa,14920-000 a 14929-999
SP,Nova Granada,15440-000 a 15449-999
SP,Nova Guataporanga,17950-000 a 17959-999
SP,Nova Independência,16940-000 a 16949-999
SP,Nova Luzitânia,15340-000 a 15349-999
SP,Nova Odessa,13380-001 a 13389-999
SP,Nova Odessa,13380-001 a 13389-999
SP,Novais,15885-000 a 15889-999
SP,Novo Horizonte,14960-001 a 14979-999
SP,Novo Horizonte,14960-001 a 14969-999
SP,Nuporanga,14670-000 a 14679-999
SP,Ocauçu,17540-001 a 17549-999
SP,Ocauçu,17540-001 a 17549-999
SP,Olímpia,15400-001 a 15409-999
SP,Olímpia,15400-001 a 15409-999
SP,Onda Verde,15450-000 a 15459-999
SP,Oriente,17570-000 a 17579-999
SP,Orindiúva,15480-000 a 15489-999
SP,Orlândia,14620-000 a 14639-999
SP,Osasco,06000-001 a 06299-999
SP,Osasco,06000-001 a 06299-999
SP,Oscar Bressane,19770-000 a 19779-999
SP,Osvaldo Cruz,17700-000 a 17709-999
SP,Ourinhos,19900-001 a 19919-999
SP,Ourinhos,19900-001 a 19919-999
SP,Ouro Verde,17920-000 a 17929-999
SP,Ouroeste,15685-000 a 15689-999
SP,Pacaembu,17860-000 a 17869-999
SP,Palestina,15470-000 a 15479-999
SP,Palmares Paulista,15828-000 a 15829-999
SP,Palmeira D'Oeste,15720-000 a 15729-999
SP,Palmital,19970-001 a 19989-999
SP,Palmital,19970-001 a 19979-999
SP,Panorama,17980-000 a 17989-999
SP,Paraguaçu Paulista,19700-001 a 19739-999
SP,Paraguaçu Paulista,19700-001 a 19729-999
SP,Paraibuna,12260-000 a 12269-999
SP,Paranapanema,18720-000 a 18729-999
SP,Paranapuã,15745-000 a 15747-999
SP,Parapuã,17730-000 a 17739-999
SP,Paraíso,15825-000 a 15827-999
SP,Pardinho,18640-000 a 18649-999
SP,Pariquera-Açu,11930-000 a 11939-999
SP,Parisi,15525-000 a 15529-999
SP,Patrocínio Paulista,14415-000 a 14419-999
SP,Paulicéia,17990-000 a 17999-999
SP,Paulistânia,17150-001 a 17159-999
SP,Paulistânia,17150-001 a 17154-999
SP,Paulo de Faria,15490-000 a 15494-999
SP,Paulínia,13140-001 a 13149-999
SP,Paulínia,13140-001 a 13149-999
SP,Pederneiras,17280-000 a 17289-999
SP,Pederneiras,17280-000 a 17289-999
SP,Pedra Bela,12990-000 a 12994-999
SP,Pedranópolis,15630-000 a 15639-999
SP,Pedregulho,14470-000 a 14489-999
SP,Pedreira,13920-000 a 13929-999
SP,Pedrinhas Paulista,19865-000 a 19869-999
SP,Pedro de Toledo,11790-000 a 11799-999
SP,Penápolis,16300-001 a 16309-999
SP,Penápolis,16300-001 a 16309-999
SP,Pereira Barreto,15370-001 a 15379-999
SP,Pereira Barreto,15370-001 a 15379-999
SP,Pereiras,18580-000 a 18589-999
SP,Peruíbe,11750-000 a 11759-999
SP,Piacatu,16230-000 a 16239-999
SP,Piedade,18170-000 a 18179-999
SP,Pilar do Sul,18185-000 a 18189-999
SP,Pindamonhangaba,12400-001 a 12449-999
SP,Pindamonhangaba,12400-001 a 12449-999
SP,Pindorama,15830-000 a 15839-999
SP,Pinhalzinho,12995-000 a 12999-999
SP,Piquerobi,19410-000 a 19429-999
SP,Piquete,12620-000 a 12629-999
SP,Piracaia,12970-000 a 12979-999
SP,Piracicaba,13400-001 a 13439-999
SP,Piracicaba,13400-001 a 13434-999
SP,Piraju,18800-001 a 18829-999
SP,Piraju,18800-001 a 18829-999
SP,Pirajuí,16600-001 a 16639-999
SP,Pirajuí,16600-001 a 16619-999
SP,Pirangi,15820-000 a 15822-999
SP,Pirapora do Bom Jesus,06550-000 a 06599-999
SP,Pirapozinho,19200-000 a 19209-999
SP,Pirassununga,13630-001 a 13649-999
SP,Pirassununga,13630-001 a 13644-999
SP,Piratininga,17490-001 a 17499-999
SP,Piratininga,17490-001 a 17499-999
SP,Pitangueiras,14750-000 a 14764-999
SP,Planalto,15260-000 a 15264-999
SP,Platina,19990-000 a 19999-999
SP,Platina,19990-000 a 19999-999
SP,Poloni,15160-000 a 15169-999
SP,Pompéia,17580-000 a 17589-999
SP,Pongaí,16660-001 a 16669-999
SP,Pongaí,16660-001 a 16669-999
SP,Pontal,14180-000 a 14199-999
SP,Pontalinda,15718-000 a 15719-999
SP,Pontes Gestal,15560-000 a 15569-999
SP,Populina,15670-000 a 15679-999
SP,Porangaba,18260-000 a 18264-999
SP,Porto Feliz,18540-001 a 18549-999
SP,Porto Feliz,18540-001 a 18549-899
SP,Porto Ferreira,13660-001 a 13669-999
SP,Porto Ferreira,13660-001 a 13669-999
SP,Potim,12525-000 a 12529-999
SP,Potirendaba,15105-000 a 15107-999
SP,Poá,08550-001 a 08569-999
SP,Poá,08550-001 a 08569-999
SP,Pracinha,17790-000 a 17799-999
SP,Pradópolis,14850-000 a 14859-999
SP,Praia Grande,11700-001 a 11729-999
SP,Praia Grande,11700-001 a 11729-999
SP,Pratânia,18660-001 a 18669-999
SP,Pratânia,18660-001 a 18669-999
SP,Presidente Alves,16670-000 a 16679-999
SP,Presidente Alves,16670-000 a 16679-999
SP,Presidente Bernardes,19300-000 a 19349-999
SP,Presidente Epitácio,19470-000 a 19499-999
SP,Presidente Prudente,19000-001 a 19159-999
SP,Presidente Prudente,19000-001 a 19140-999
SP,Presidente Venceslau,19400-001 a 19409-999
SP,Presidente Venceslau,19400-001 a 19409-899
SP,Promissão,16370-000 a 16399-999
SP,Quadra,18255-000 a 18259-999
SP,Quatá,19780-000 a 19799-999
SP,Queiroz,17590-000 a 17599-999
SP,Queluz,12800-000 a 12819-999
SP,Quintana,17670-000 a 17679-999
SP,Rafard,13370-000 a 13374-999
SP,Rancharia,19600-000 a 19639-999
SP,Redenção da Serra,12170-000 a 12179-999
SP,Regente Feijó,19570-000 a 19579-999
SP,Reginópolis,17190-001 a 17199-999
SP,Reginópolis,17190-001 a 17199-999
SP,Registro,11900-000 a 11909-999
SP,Restinga,14430-000 a 14439-999
SP,Ribeira,18380-000 a 18384-999
SP,Ribeirão Bonito,13580-000 a 13589-999
SP,Ribeirão Branco,18430-000 a 18434-999
SP,Ribeirão Corrente,14445-000 a 14449-999
SP,Ribeirão Grande,18315-000 a 18319-999
SP,Ribeirão Pires,09400-001 a 09449-999
SP,Ribeirão Pires,09400-001 a 09449-999
SP,Ribeirão Preto,14000-001 a 14114-999
SP,Ribeirão Preto,14000-001 a 14109-999
SP,Ribeirão do Sul,19930-000 a 19939-999
SP,Ribeirão dos Índios,19380-000 a 19399-999
SP,Rifaina,14490-000 a 14499-999
SP,Rincão,14830-000 a 14834-999
SP,Rinópolis,17740-000 a 17759-999
SP,Rio Claro,13500-001 a 13509-999
SP,Rio Claro,13500-001 a 13509-999
SP,Rio Grande da Serra,09450-000 a 09499-999
SP,Rio das Pedras,13390-001 a 13399-999
SP,Rio das Pedras,13390-001 a 13399-999
SP,Riolândia,15495-000 a 15499-999
SP,Riversul,18470-000 a 18474-999
SP,Rosana,19273-000 a 19274-999
SP,Roseira,12580-000 a 12599-999
SP,Rubinéia,15790-000 a 15799-999
SP,Rubiácea,16750-000 a 16789-999
SP,Sabino,16440-000 a 16449-999
SP,Sagres,17710-000 a 17719-999
SP,Sales,14980-000 a 14989-999
SP,Sales Oliveira,14660-000 a 14669-999
SP,Salesópolis,08970-000 a 08999-999
SP,Salmourão,17720-000 a 17729-999
SP,Saltinho,13440-001 a 13444-999
SP,Saltinho,13440-001 a 13444-999
SP,Salto,13320-001 a 13329-999
SP,Salto,13320-001 a 13329-999
SP,Salto Grande,19920-001 a 19929-999
SP,Salto Grande,19920-001 a 19929-999
SP,Salto de Pirapora,18160-000 a 18169-999
SP,Sandovalina,19250-000 a 19259-999
SP,Santa Adélia,15950-000 a 15959-999
SP,Santa Albertina,15750-000 a 15754-999
SP,Santa Branca,12380-000 a 12399-999
SP,Santa Bárbara D'Oeste,13450-001 a 13464-999
SP,Santa Bárbara D'Oeste,13450-001 a 13464-999
SP,Santa Clara D'Oeste,15785-000 a 15789-999
SP,Santa Cruz da Conceição,13625-001 a 13629-999
SP,Santa Cruz da Conceição,13625-001 a 13629-999
SP,Santa Cruz da Esperança,14250-000 a 14259-999
SP,Santa Cruz das Palmeiras,13650-000 a 13659-999
SP,Santa Cruz do Rio Pardo,18900-001 a 18934-999
SP,Santa Cruz do Rio Pardo,18900-001 a 18929-999
SP,Santa Ernestina,15970-000 a 15979-999
SP,Santa Fé do Sul,15775-000 a 15779-999
SP,Santa Gertrudes,13510-001 a 13514-999
SP,Santa Gertrudes,13510-001 a 13514-999
SP,Santa Isabel,07500-000 a 07599-999
SP,Santa Lúcia,14825-000 a 14829-999
SP,Santa Maria da Serra,17370-001 a 17379-999
SP,Santa Maria da Serra,17370-001 a 17379-999
SP,Santa Mercedes,17940-000 a 17949-999
SP,Santa Rita D'Oeste,15780-000 a 15784-999
SP,Santa Rita do Passa Quatro,13670-000 a 13689-999
SP,Santa Rosa de Viterbo,14270-000 a 14299-999
SP,Santa Salete,15768-000 a 15769-999
SP,Santana da Ponte Pensa,15765-000 a 15767-999
SP,Santana de Parnaíba,06500-001 a 06549-999
SP,Santana de Parnaíba,06500-001 a 06549-999
SP,Santo Anastácio,19360-000 a 19379-999
SP,Santo André,09000-001 a 09299-999
SP,Santo André,09000-001 a 09299-999
SP,Santo Antônio da Alegria,14390-000 a 14399-999
SP,Santo Antônio de Posse,13830-001 a 13834-999
SP,Santo Antônio de Posse,13830-001 a 13834-999
SP,Santo Antônio do Aracanguá,16130-000 a 16199-999
SP,Santo Antônio do Jardim,13995-000 a 13999-999
SP,Santo Antônio do Pinhal,12450-000 a 12459-999
SP,Santo Expedito,19190-000 a 19199-999
SP,Santos,11000-001 a 11249-999
SP,Santos,11000-001 a 11199-999
SP,Santópolis do Aguapeí,16240-000 a 16249-999
SP,Sarapuí,18225-000 a 18229-999
SP,Sarutaiá,18840-000 a 18859-999
SP,Sebastianópolis do Sul,15180-000 a 15189-999
SP,Serra Azul,14230-000 a 14239-999
SP,Serra Negra,13930-000 a 13939-999
SP,Serrana,14150-000 a 14159-999
SP,Sertãozinho,14160-001 a 14179-999
SP,Sertãozinho,14160-001 a 14179-999
SP,Sete Barras,11910-000 a 11919-999
SP,Severínia,14735-000 a 14739-999
SP,Silveiras,12690-000 a 12699-999
SP,Socorro,13960-000 a 13969-999
SP,Sorocaba,18000-001 a 18109-999
SP,Sorocaba,18000-001 a 18109-999
SP,Sud Mennucci,15360-000 a 15369-999
SP,Sumaré,13170-001 a 13182-999
SP,Sumaré,13170-001 a 13182-999
SP,Suzano,08600-001 a 08699-999
SP,Suzano,08600-001 a 08699-999
SP,Suzanápolis,15380-000 a 15384-999
SP,São Bento do Sapucaí,12490-000 a 12499-999
SP,São Bernardo do Campo,09600-001 a 09899-999
SP,São Bernardo do Campo,09600-001 a 09899-999
SP,São Caetano do Sul,09500-001 a 09599-999
SP,São Caetano do Sul,09500-001 a 09599-999
SP,São Carlos,13560-001 a 13579-999
SP,São Carlos,13560-001 a 13577-999
SP,São Francisco,15710-000 a 15712-999
SP,São Joaquim da Barra,14600-000 a 14609-999
SP,São José da Bela Vista,14440-000 a 14444-999
SP,São José do Barreiro,12830-000 a 12849-999
SP,São José do Rio Pardo,13720-000 a 13729-999
SP,São José do Rio Preto,15000-001 a 15104-999
SP,São José do Rio Preto,15000-001 a 15104-999
SP,São José dos Campos,12200-001 a 12249-999
SP,São José dos Campos,12200-001 a 12249-999
SP,São João da Boa Vista,13870-001 a 13879-999
SP,São João da Boa Vista,13870-001 a 13879-999
SP,São João das Duas Pontes,15640-000 a 15649-999
SP,São João de Iracema,15315-000 a 15319-999
SP,São João do Pau d'Alho,17970-000 a 17979-999
SP,São Lourenço da Serra,06890-000 a 06899-999
SP,São Luiz do Paraitinga,12140-000 a 12169-999
SP,São Manuel,18650-001 a 18659-999
SP,São Manuel,18650-001 a 18659-899
SP,São Miguel Arcanjo,18230-000 a 18239-999
SP,São Paulo,01000-001 a 05999-999
SP,São Paulo,08000-000 a 08499-999
SP,São Paulo,01000-001 a 05999-999
SP,São Paulo,08000-000 a 08499-999
SP,São Pedro,13520-000 a 13524-999
SP,São Pedro do Turvo,18940-001 a 18949-999
SP,São Pedro do Turvo,18940-001 a 18944-999
SP,São Roque,18130-001 a 18146-999
SP,São Roque,18130-001 a 18146-999
SP,São Sebastião,11600-001 a 11629-999
SP,São Sebastião,11600-001 a 11629-999
SP,São Sebastião da Grama,13790-000 a 13799-999
SP,São Simão,14200-000 a 14209-999
SP,São Vicente,11300-001 a 11399-999
SP,São Vicente,11300-001 a 11399-999
SP,Tabapuã,15880-000 a 15884-999
SP,Tabatinga,14910-000 a 14919-999
SP,Taboão da Serra,06750-001 a 06799-999
SP,Taboão da Serra,06750-001 a 06799-999
SP,Taciba,19590-000 a 19599-999
SP,Taguaí,18890-000 a 18899-999
SP,Taiaçu,14725-000 a 14729-999
SP,Taiúva,14720-000 a 14724-999
SP,Tambaú,13710-000 a 13714-999
SP,Tanabi,15170-000 a 15179-999
SP,Tapiratiba,13760-000 a 13769-999
SP,Tapiraí,18180-000 a 18184-999
SP,Taquaral,14765-000 a 14769-999
SP,Taquaritinga,15900-001 a 15909-999
SP,Taquaritinga,15900-001 a 15909-999
SP,Taquarituba,18740-000 a 18744-999
SP,Taquarivaí,18425-000 a 18429-999
SP,Tarabai,19210-000 a 19219-999
SP,Tarumã,19820-000 a 19829-999
SP,Tatuí,18270-001 a 18284-999
SP,Tatuí,18270-001 a 18282-999
SP,Taubaté,12000-001 a 12119-999
SP,Taubaté,12000-001 a 12119-999
SP,Tejupá,18830-001 a 18839-999
SP,Tejupá,18830-001 a 18839-999
SP,Teodoro Sampaio,19280-000 a 19299-999
SP,Terra Roxa,14745-000 a 14749-999
SP,Tietê,18530-000 a 18534-999
SP,Timburi,18860-000 a 18869-999
SP,Torre de Pedra,18265-000 a 18269-999
SP,Torrinha,17360-000 a 17369-999
SP,Trabiju,14935-000 a 14939-999
SP,Tremembé,12120-001 a 12129-999
SP,Tremembé,12120-001 a 12129-999
SP,Três Fronteiras,15770-000 a 15772-999
SP,Tuiuti,12930-000 a 12934-999
SP,Tupi Paulista,17930-000 a 17939-999
SP,Tupã,17600-001 a 17629-999
SP,Tupã,17600-001 a 17626-999
SP,Turiúba,15280-000 a 15284-999
SP,Turmalina,15755-000 a 15759-999
SP,Ubarana,15225-000 a 15229-999
SP,Ubatuba,11680-001 a 11699-999
SP,Ubatuba,11680-001 a 11699-999
SP,Ubirajara,17440-001 a 17449-999
SP,Ubirajara,17440-001 a 17449-999
SP,Uchoa,15890-000 a 15894-999
SP,União Paulista,15250-000 a 15259-999
SP,Uru,16650-001 a 16659-999
SP,Uru,16650-001 a 16659-999
SP,Urupês,15850-000 a 15859-999
SP,Urânia,15760-000 a 15762-999
SP,Valentim Gentil,15520-000 a 15524-999
SP,Valinhos,13270-001 a 13279-999
SP,Valinhos,13270-001 a 13279-999
SP,Valparaíso,16880-000 a 16899-999
SP,Vargem,12935-000 a 12939-999
SP,Vargem Grande Paulista,06730-000 a 06749-999
SP,Vargem Grande do Sul,13880-000 a 13889-999
SP,Vera Cruz,17560-001 a 17569-999
SP,Vera Cruz,17560-001 a 17569-999
SP,Vinhedo,13280-001 a 13289-999
SP,Vinhedo,13280-001 a 13289-999
SP,Viradouro,14740-000 a 14744-999
SP,Vista Alegre do Alto,15920-000 a 15929-999
SP,Vitória Brasil,15713-000 a 15714-999
SP,Votorantim,18110-001 a 18119-999
SP,Votorantim,18110-001 a 18119-999
SP,Votuporanga,15500-001 a 15519-999
SP,Votuporanga,15500-001 a 15515-999
SP,Várzea Paulista,13220-001 a 13229-999
SP,Várzea Paulista,13220-001 a 13229-999
SP,Zacarias,15265-000 a 15269-999
SP,Águas da Prata,13890-000 a 13899-999
SP,Águas de Lindóia,13940-000 a 13949-999
SP,Águas de Santa Bárbara,18770-000 a 18774-999
SP,Águas de São Pedro,13525-001 a 13529-999
SP,Águas de São Pedro,13528-001 a 13529-999
SP,Álvares Florence,15540-000 a 15549-999
SP,Álvares Machado,19160-000 a 19179-999
SP,Álvaro de Carvalho,17410-001 a 17419-999
SP,Álvaro de Carvalho,17410-001 a 17419-999
SP,Óleo,18790-001 a 18799-999
SP,Óleo,18790-001 a 18799-999
TO,Abreulândia,77693-000 a 77694-999
TO,Aguiarnópolis,77908-000 a 77909-999
TO,Aliança do Tocantins,77455-000 a 77457-999
TO,Almas,77310-000 a 77314-999
TO,Alvorada,77480-000 a 77482-999
